Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Chance of Admit 
588,335,118,5,4.5,3.5,9.44,1,0.93
589,331,115,5,4.5,3.5,9.36,1,0.93
590,324,112,5,5,5,9.08,1,0.88
591,324,111,5,4.5,4,9.16,1,0.9
592,323,110,5,4,5,8.98,1,0.87
593,322,114,5,4.5,4,8.94,1,0.86
594,336,118,5,4.5,5,9.53,1,0.94
595,316,109,3,3.5,3,8.76,0,0.77
596,307,107,2,3,3.5,8.52,1,0.78
597,306,105,2,3,2.5,8.26,0,0.73
598,310,106,2,3.5,2.5,8.33,0,0.73
599,311,104,3,4.5,4.5,8.43,0,0.7
600,313,107,3,4,4.5,8.69,0,0.72
601,317,103,3,2.5,3,8.54,1,0.73
602,315,110,2,3.5,3,8.46,1,0.72
603,340,120,5,4.5,4.5,9.91,1,0.97
604,334,120,5,4,5,9.87,1,0.97
605,298,105,3,3.5,4,8.54,0,0.69
606,295,99,2,2.5,3,7.65,0,0.57
607,315,99,2,3.5,3,7.89,0,0.63
608,310,102,3,3.5,4,8.02,1,0.66
609,305,106,2,3,3,8.16,0,0.64
610,301,104,3,3.5,4,8.12,1,0.68
611,325,108,4,4.5,4,9.06,1,0.79
612,328,110,4,5,4,9.14,1,0.82
613,338,120,4,5,5,9.66,1,0.95
614,333,119,5,5,4.5,9.78,1,0.96
615,331,117,4,4.5,5,9.42,1,0.94
616,330,116,5,5,4.5,9.36,1,0.93
617,322,112,4,4.5,4.5,9.26,1,0.91
618,321,109,4,4,4,9.13,1,0.85
619,324,110,4,3,3.5,8.97,1,0.84
620,312,104,3,3.5,3.5,8.42,0,0.74
621,313,103,3,4,4,8.75,0,0.76
622,316,110,3,3.5,4,8.56,0,0.75
623,324,113,4,4.5,4,8.79,0,0.76
624,308,109,2,3,4,8.45,0,0.71
625,305,105,2,3,2,8.23,0,0.67
626,296,99,2,2.5,2.5,8.03,0,0.61
627,306,110,2,3.5,4,8.45,0,0.63
628,312,110,2,3.5,3,8.53,0,0.64
629,318,112,3,4,3.5,8.67,0,0.71
630,324,111,4,3,3,9.01,1,0.82
631,313,104,3,4,4.5,8.65,0,0.73
632,319,106,3,3.5,2.5,8.33,1,0.74
633,312,107,2,2.5,3.5,8.27,0,0.69
634,304,100,2,2.5,3.5,8.07,0,0.64
635,330,113,5,5,4,9.31,1,0.91
636,326,111,5,4.5,4,9.23,1,0.88
637,325,112,4,4,4.5,9.17,1,0.85
638,329,114,5,4.5,5,9.19,1,0.86
639,310,104,3,2,3.5,8.37,0,0.7
640,299,100,1,1.5,2,7.89,0,0.59
641,296,101,1,2.5,3,7.68,0,0.6
642,317,103,2,2.5,2,8.15,0,0.65
643,324,115,3,3.5,3,8.76,1,0.7
644,325,114,3,3.5,3,9.04,1,0.76
645,314,107,2,2.5,4,8.56,0,0.63
646,328,110,4,4,2.5,9.02,1,0.81
647,316,105,3,3,3.5,8.73,0,0.72
648,311,104,2,2.5,3.5,8.48,0,0.71
649,324,110,3,3.5,4,8.87,1,0.8
650,321,111,3,3.5,4,8.83,1,0.77
651,320,104,3,3,2.5,8.57,1,0.74
652,316,99,2,2.5,3,9,0,0.7
653,318,100,2,2.5,3.5,8.54,1,0.71
654,335,115,4,4.5,4.5,9.68,1,0.93
655,321,114,4,4,5,9.12,0,0.85
656,307,110,4,4,4.5,8.37,0,0.79
657,309,99,3,4,4,8.56,0,0.76
658,324,100,3,4,5,8.64,1,0.78
659,326,102,4,5,5,8.76,1,0.77
660,331,119,4,5,4.5,9.34,1,0.9
661,327,108,5,5,3.5,9.13,1,0.87
662,312,104,3,3.5,4,8.09,0,0.71
663,308,103,2,2.5,4,8.36,1,0.7
664,324,111,3,2.5,1.5,8.79,1,0.7
665,325,110,2,3,2.5,8.76,1,0.75
666,313,102,3,2.5,2.5,8.68,0,0.71
667,312,105,2,2,2.5,8.45,0,0.72
668,314,107,3,3,3.5,8.17,1,0.73
669,327,113,4,4.5,5,9.14,0,0.83
670,308,108,4,4.5,5,8.34,0,0.77
671,306,105,2,2.5,3,8.22,1,0.72
672,299,96,2,1.5,2,7.86,0,0.54
673,294,95,1,1.5,1.5,7.64,0,0.49
674,312,99,1,1,1.5,8.01,1,0.52
675,315,100,1,2,2.5,7.95,0,0.58
676,322,110,3,3.5,3,8.96,1,0.78
677,329,113,5,5,4.5,9.45,1,0.89
678,320,101,2,2.5,3,8.62,0,0.7
679,308,103,2,3,3.5,8.49,0,0.66
680,304,102,2,3,4,8.73,0,0.67
681,311,102,3,4.5,4,8.64,1,0.68
682,317,110,3,4,4.5,9.11,1,0.8
683,312,106,3,4,3.5,8.79,1,0.81
684,321,111,3,2.5,3,8.9,1,0.8
685,340,112,4,5,4.5,9.66,1,0.94
686,331,116,5,4,4,9.26,1,0.93
687,336,118,5,4.5,4,9.19,1,0.92
688,324,114,5,5,4.5,9.08,1,0.89
689,314,104,4,5,5,9.02,0,0.82
690,313,109,3,4,3.5,9,0,0.79
691,307,105,2,2.5,3,7.65,0,0.58
692,300,102,2,1.5,2,7.87,0,0.56
693,302,99,2,1,2,7.97,0,0.56
694,312,98,1,3.5,3,8.18,1,0.64
695,316,101,2,2.5,2,8.32,1,0.61
696,317,100,2,3,2.5,8.57,0,0.68
697,310,107,3,3.5,3.5,8.67,0,0.76
698,320,120,3,4,4.5,9.11,0,0.86
699,330,114,3,4.5,4.5,9.24,1,0.9
700,305,112,3,3,3.5,8.65,0,0.71
701,309,106,2,2.5,2.5,8,0,0.62
702,319,108,2,2.5,3,8.76,0,0.66
703,322,105,2,3,3,8.45,1,0.65
704,323,107,3,3.5,3.5,8.55,1,0.73
705,313,106,2,2.5,2,8.43,0,0.62
706,321,109,3,3.5,3.5,8.8,1,0.74
707,323,110,3,4,3.5,9.1,1,0.79
708,325,112,4,4,4,9,1,0.8
709,312,108,3,3.5,3,8.53,0,0.69
710,308,110,4,3.5,3,8.6,0,0.7
711,320,104,3,3,3.5,8.74,1,0.76
712,328,108,4,4.5,4,9.18,1,0.84
713,311,107,4,4.5,4.5,9,1,0.78
714,301,100,3,3.5,3,8.04,0,0.67
715,305,105,2,3,4,8.13,0,0.66
716,308,104,2,2.5,3,8.07,0,0.65
717,298,101,2,1.5,2,7.86,0,0.54
718,300,99,1,1,2.5,8.01,0,0.58
719,324,111,3,2.5,2,8.8,1,0.79
720,327,113,4,3.5,3,8.69,1,0.8
721,317,106,3,4,3.5,8.5,1,0.75
722,323,104,3,4,4,8.44,1,0.73
723,314,107,2,2.5,4,8.27,0,0.72
724,305,102,2,2,2.5,8.18,0,0.62
725,315,104,3,3,2.5,8.33,0,0.67
726,326,116,3,3.5,4,9.14,1,0.81
727,299,100,3,2,2,8.02,0,0.63
728,295,101,2,2.5,2,7.86,0,0.69
729,324,112,4,4,3.5,8.77,1,0.8
730,297,96,2,2.5,1.5,7.89,0,0.43
731,327,113,3,3.5,3,8.66,1,0.8
732,311,105,2,3,2,8.12,1,0.73
733,308,106,3,3.5,2.5,8.21,1,0.75
734,319,108,3,3,3.5,8.54,1,0.71
735,312,107,4,4.5,4,8.65,1,0.73
736,325,111,4,4,4.5,9.11,1,0.83
737,319,110,3,3,2.5,8.79,0,0.72
738,332,118,5,5,5,9.47,1,0.94
739,323,108,5,4,4,8.74,1,0.81
740,324,107,5,3.5,4,8.66,1,0.81
741,312,107,3,3,3,8.46,1,0.75
742,326,110,3,3.5,3.5,8.76,1,0.79
743,308,106,3,3,3,8.24,0,0.58
744,305,103,2,2.5,3.5,8.13,0,0.59
745,295,96,2,1.5,2,7.34,0,0.47
746,316,98,1,1.5,2,7.43,0,0.49
747,304,97,2,1.5,2,7.64,0,0.47
748,299,94,1,1,1,7.34,0,0.42
749,302,99,1,2,2,7.25,0,0.57
750,313,101,3,2.5,3,8.04,0,0.62
751,318,107,3,3,3.5,8.27,1,0.74
752,325,110,4,3.5,4,8.67,1,0.73
753,303,100,2,3,3.5,8.06,1,0.64
754,300,102,3,3.5,2.5,8.17,0,0.63
755,297,98,2,2.5,3,7.67,0,0.59
756,317,106,2,2,3.5,8.12,0,0.73
757,327,109,3,3.5,4,8.77,1,0.79
758,301,104,2,3.5,3.5,7.89,1,0.68
759,314,105,2,2.5,2,7.64,0,0.7
760,321,107,2,2,1.5,8.44,0,0.81
761,322,110,3,4,5,8.64,1,0.85
762,334,116,4,4,3.5,9.54,1,0.93
763,338,115,5,4.5,5,9.23,1,0.91
764,306,103,2,2.5,3,8.36,0,0.69
765,313,102,3,3.5,4,8.9,1,0.77
766,330,114,4,4.5,3,9.17,1,0.86
767,320,104,3,3.5,4.5,8.34,1,0.74
768,311,98,1,1,2.5,7.46,0,0.57
769,298,92,1,2,2,7.88,0,0.51
770,301,98,1,2,3,8.03,1,0.67
771,310,103,2,2.5,2.5,8.24,0,0.72
772,324,110,3,3.5,3,9.22,1,0.89
773,336,119,4,4.5,4,9.62,1,0.95
774,321,109,3,3,3,8.54,1,0.79
775,315,105,2,2,2.5,7.65,0,0.39
776,304,101,2,2,2.5,7.66,0,0.38
777,297,96,2,2.5,2,7.43,0,0.34
778,290,100,1,1.5,2,7.56,0,0.47
779,303,98,1,2,2.5,7.65,0,0.56
780,311,99,1,2.5,3,8.43,1,0.71
781,322,104,3,3.5,4,8.84,1,0.78
782,319,105,3,3,3.5,8.67,1,0.73
783,324,110,4,4.5,4,9.15,1,0.82
784,300,100,3,3,3.5,8.26,0,0.62
785,340,113,4,5,5,9.74,1,0.96
786,335,117,5,5,5,9.82,1,0.96
787,302,101,2,2.5,3.5,7.96,0,0.46
788,307,105,2,2,3.5,8.1,0,0.53
789,296,97,2,1.5,2,7.8,0,0.49
790,320,108,3,3.5,4,8.44,1,0.76
791,314,102,2,2,2.5,8.24,0,0.64
792,318,106,3,2,3,8.65,0,0.71
793,326,112,4,4,3.5,9.12,1,0.84
794,317,104,2,3,3,8.76,0,0.77
795,329,111,4,4.5,4,9.23,1,0.89
796,324,110,3,3.5,3.5,9.04,1,0.82
797,325,107,3,3,3.5,9.11,1,0.84
798,330,116,4,5,4.5,9.45,1,0.91
799,312,103,3,3.5,4,8.78,0,0.67
800,333,117,4,5,4,9.66,1,0.95
801,337,118,4,4.5,4.5,9.65,1,0.92
802,324,107,4,4,4.5,8.87,1,0.76
803,316,104,3,3,3.5,8,1,0.72
804,322,110,3,3.5,2.5,8.67,1,0.8
805,314,103,2,2,3,8.21,0,0.65
806,330,115,5,4.5,3,9.34,1,0.9
807,321,109,3,3,4,8.2,1,0.75
808,308,101,2,3,4,7.9,0,0.68
809,302,102,1,2,1.5,8,0,0.5
810,323,108,3,3.5,3,8.6,0,0.45
811,325,106,3,3.5,4,8.4,1,0.52
812,327,111,4,4,4.5,9,1,0.84
813,328,112,4,4,4.5,9.1,1,0.78
814,307,109,3,4,3,8,1,0.62
815,311,104,3,3.5,2,8.2,1,0.61
816,314,105,3,3.5,2.5,8.3,0,0.54
817,317,107,3,4,3,8.7,0,0.66
818,319,106,3,4,3,8,1,0.65
819,318,110,3,4,3,8.8,0,0.63
820,303,102,3,3.5,3,8.5,0,0.62
821,312,107,3,3,2,7.9,1,0.64
822,325,114,4,3,2,8.4,0,0.7
823,328,116,5,5,5,9.5,1,0.94
824,334,119,5,5,4.5,9.7,1,0.95
825,336,119,5,4,3.5,9.8,1,0.97
826,340,120,5,4.5,4.5,9.6,1,0.94
827,322,109,5,4.5,3.5,8.8,0,0.76
828,298,98,2,1.5,2.5,7.5,1,0.44
829,295,93,1,2,2,7.2,0,0.46
830,310,99,2,1.5,2,7.3,0,0.54
831,300,97,2,3,3,8.1,1,0.65
832,327,103,3,4,4,8.3,1,0.74
833,338,118,4,3,4.5,9.4,1,0.91
834,340,114,5,4,4,9.6,1,0.9
835,331,112,5,4,5,9.8,1,0.94
836,320,110,5,5,5,9.2,1,0.88
837,299,106,2,4,4,8.4,0,0.64
838,300,105,1,1,2,7.8,0,0.58
839,304,105,1,3,1.5,7.5,0,0.52
840,307,108,2,4,3.5,7.7,0,0.48
841,308,110,3,3.5,3,8,1,0.46
842,316,105,2,2.5,2.5,8.2,1,0.49
843,313,107,2,2.5,2,8.5,1,0.53
844,332,117,4,4.5,4,9.1,0,0.87
845,326,113,5,4.5,4,9.4,1,0.91
846,322,110,5,5,4,9.1,1,0.88
847,329,114,5,4,5,9.3,1,0.86
848,339,119,5,4.5,4,9.7,0,0.89
849,321,110,3,3.5,5,8.85,1,0.82
850,327,111,4,3,4,8.4,1,0.78
851,313,98,3,2.5,4.5,8.3,1,0.76
852,312,100,2,1.5,3.5,7.9,1,0.56
853,334,116,4,4,3,8,1,0.78
854,324,112,4,4,2.5,8.1,1,0.72
855,322,110,3,3,3.5,8,0,0.7
856,320,103,3,3,3,7.7,0,0.64
857,316,102,3,2,3,7.4,0,0.64
858,298,99,2,4,2,7.6,0,0.46
859,300,99,1,3,2,6.8,1,0.36
860,311,104,2,2,2,8.3,0,0.42
861,309,100,2,3,3,8.1,0,0.48
862,307,101,3,4,3,8.2,0,0.47
863,304,105,2,3,3,8.2,1,0.54
864,315,107,2,4,3,8.5,1,0.56
865,325,111,3,3,3.5,8.7,0,0.52
866,325,112,4,3.5,3.5,8.92,0,0.55
867,327,114,3,3,3,9.02,0,0.61
868,316,107,2,3.5,3.5,8.64,1,0.57
869,318,109,3,3.5,4,9.22,1,0.68
870,328,115,4,4.5,4,9.16,1,0.78
871,332,118,5,5,5,9.64,1,0.94
872,336,112,5,5,5,9.76,1,0.96
873,321,111,5,5,5,9.45,1,0.93
874,314,108,4,4.5,4,9.04,1,0.84
875,314,106,3,3,5,8.9,0,0.74
876,329,114,2,2,4,8.56,1,0.72
877,327,112,3,3,3,8.72,1,0.74
878,301,99,2,3,2,8.22,0,0.64
879,296,95,2,3,2,7.54,1,0.44
880,294,93,1,1.5,2,7.36,0,0.46
881,312,105,3,2,3,8.02,1,0.5
882,340,120,4,5,5,9.5,1,0.96
883,320,110,5,5,4.5,9.22,1,0.92
884,322,115,5,4,4.5,9.36,1,0.92
885,340,115,5,4.5,4.5,9.45,1,0.94
886,319,103,4,4.5,3.5,8.66,0,0.76
887,315,106,3,4.5,3.5,8.42,0,0.72
888,317,107,2,3.5,3,8.28,0,0.66
889,314,108,3,4.5,3.5,8.14,0,0.64
890,316,109,4,4.5,3.5,8.76,1,0.74
891,318,106,2,4,4,7.92,1,0.64
892,299,97,3,5,3.5,7.66,0,0.38
893,298,98,2,4,3,8.03,0,0.34
894,301,97,2,3,3,7.88,1,0.44
895,303,99,3,2,2.5,7.66,0,0.36
896,304,100,4,1.5,2.5,7.84,0,0.42
897,306,100,2,3,3,8,0,0.48
898,331,120,3,4,4,8.96,1,0.86
899,332,119,4,5,4.5,9.24,1,0.9
900,323,113,3,4,4,8.88,1,0.79
901,322,107,3,3.5,3.5,8.46,1,0.71
902,312,105,2,2.5,3,8.12,0,0.64
903,314,106,2,4,3.5,8.25,0,0.62
904,317,104,2,4.5,4,8.47,0,0.57
905,326,112,3,3.5,3,9.05,1,0.74
906,316,110,3,4,4.5,8.78,1,0.69
907,329,111,4,4.5,4.5,9.18,1,0.87
908,338,117,4,3.5,4.5,9.46,1,0.91
909,331,116,5,5,5,9.38,1,0.93
910,304,103,5,5,4,8.64,0,0.68
911,305,108,5,3,3,8.48,0,0.61
912,321,109,4,4,4,8.68,1,0.69
913,301,107,3,3.5,3.5,8.34,1,0.62
914,320,110,2,4,3.5,8.56,0,0.72
915,311,105,3,3.5,3,8.45,1,0.59
916,310,106,4,4.5,4.5,9.04,1,0.66
917,299,102,3,4,3.5,8.62,0,0.56
918,290,104,4,2,2.5,7.46,0,0.45
919,296,99,2,3,3.5,7.28,0,0.47
920,327,104,5,3,3.5,8.84,1,0.71
921,335,117,5,5,5,9.56,1,0.94
922,334,119,5,4.5,4.5,9.48,1,0.94
923,310,106,4,1.5,2.5,8.36,0,0.57
924,308,108,3,3.5,3.5,8.22,0,0.61
925,301,106,4,2.5,3,8.47,0,0.57
926,300,100,3,2,3,8.66,1,0.64
927,323,113,3,4,3,9.32,1,0.85
928,319,112,3,2.5,2,8.71,1,0.78
929,326,112,3,3.5,3,9.1,1,0.84
930,333,118,5,5,5,9.35,1,0.92
931,339,114,5,4,4.5,9.76,1,0.96
932,303,105,5,5,4.5,8.65,0,0.77
933,309,105,5,3.5,3.5,8.56,0,0.71
934,323,112,5,4,4.5,8.78,0,0.79
935,333,113,5,4,4,9.28,1,0.89
936,314,109,4,3.5,4,8.77,1,0.82
937,312,103,3,5,4,8.45,0,0.76
938,316,100,2,1.5,3,8.16,1,0.71
939,326,116,2,4.5,3,9.08,1,0.8
940,318,109,1,3.5,3.5,9.12,0,0.78
941,329,110,2,4,3,9.15,1,0.84
942,332,118,2,4.5,3.5,9.36,1,0.9
943,331,115,5,4,3.5,9.44,1,0.92
944,340,120,4,4.5,4,9.92,1,0.97
945,325,112,2,3,3.5,8.96,1,0.8
946,320,113,2,2,2.5,8.64,1,0.81
947,315,105,3,2,2.5,8.48,0,0.75
948,326,114,3,3,3,9.11,1,0.83
949,339,116,4,4,3.5,9.8,1,0.96
950,311,106,2,3.5,3,8.26,1,0.79
951,334,114,4,4,4,9.43,1,0.93
952,332,116,5,5,5,9.28,1,0.94
953,321,112,5,5,5,9.06,1,0.86
954,324,105,3,3,4,8.75,0,0.79
955,326,108,3,3,3.5,8.89,0,0.8
956,312,109,3,3,3,8.69,0,0.77
957,315,105,3,2,2.5,8.34,0,0.7
958,309,104,2,2,2.5,8.26,0,0.65
959,306,106,2,2,2.5,8.14,0,0.61
960,297,100,1,1.5,2,7.9,0,0.52
961,315,103,1,1.5,2,7.86,0,0.57
962,298,99,1,1.5,3,7.46,0,0.53
963,318,109,3,3,3,8.5,0,0.67
964,317,105,3,3.5,3,8.56,0,0.68
965,329,111,4,4.5,4,9.01,1,0.81
966,322,110,5,4.5,4,8.97,0,0.78
967,302,102,3,3.5,5,8.33,0,0.65
968,313,102,3,2,3,8.27,0,0.64
969,293,97,2,2,4,7.8,1,0.64
970,311,99,2,2.5,3,7.98,0,0.65
971,312,101,2,2.5,3.5,8.04,1,0.68
972,334,117,5,4,4.5,9.07,1,0.89
973,322,110,4,4,5,9.13,1,0.86
974,323,113,4,4,4.5,9.23,1,0.89
975,321,111,4,4,4,8.97,1,0.87
976,320,111,4,4.5,3.5,8.87,1,0.85
977,329,119,4,4.5,4.5,9.16,1,0.9
978,319,110,3,3.5,3.5,9.04,0,0.82
979,309,108,3,2.5,3,8.12,0,0.72
980,307,102,3,3,3,8.27,0,0.73
981,300,104,3,3.5,3,8.16,0,0.71
982,305,107,2,2.5,2.5,8.42,0,0.71
983,299,100,2,3,3.5,7.88,0,0.68
984,314,110,3,4,4,8.8,0,0.75
985,316,106,2,2.5,4,8.32,0,0.72
986,327,113,4,4.5,4.5,9.11,1,0.89
987,317,107,3,3.5,3,8.68,1,0.84
988,335,118,5,4.5,3.5,9.44,1,0.93
989,331,115,5,4.5,3.5,9.36,1,0.93
990,324,112,5,5,5,9.08,1,0.88
991,324,111,5,4.5,4,9.16,1,0.9
992,323,110,5,4,5,8.98,1,0.87
993,322,114,5,4.5,4,8.94,1,0.86
994,336,118,5,4.5,5,9.53,1,0.94
995,316,109,3,3.5,3,8.76,0,0.77
996,307,107,2,3,3.5,8.52,1,0.78
997,306,105,2,3,2.5,8.26,0,0.73
998,310,106,2,3.5,2.5,8.33,0,0.73
999,311,104,3,4.5,4.5,8.43,0,0.7
1000,313,107,3,4,4.5,8.69,0,0.72
1001,317,103,3,2.5,3,8.54,1,0.73
1002,315,110,2,3.5,3,8.46,1,0.72
1003,340,120,5,4.5,4.5,9.91,1,0.97
1004,334,120,5,4,5,9.87,1,0.97
1005,298,105,3,3.5,4,8.54,0,0.69
1006,295,99,2,2.5,3,7.65,0,0.57
1007,315,99,2,3.5,3,7.89,0,0.63
1008,310,102,3,3.5,4,8.02,1,0.66
1009,305,106,2,3,3,8.16,0,0.64
1010,301,104,3,3.5,4,8.12,1,0.68
1011,325,108,4,4.5,4,9.06,1,0.79
1012,328,110,4,5,4,9.14,1,0.82
1013,338,120,4,5,5,9.66,1,0.95
1014,333,119,5,5,4.5,9.78,1,0.96
1015,331,117,4,4.5,5,9.42,1,0.94
1016,330,116,5,5,4.5,9.36,1,0.93
1017,322,112,4,4.5,4.5,9.26,1,0.91
1018,321,109,4,4,4,9.13,1,0.85
1019,324,110,4,3,3.5,8.97,1,0.84
1020,312,104,3,3.5,3.5,8.42,0,0.74
1021,313,103,3,4,4,8.75,0,0.76
1022,316,110,3,3.5,4,8.56,0,0.75
1023,324,113,4,4.5,4,8.79,0,0.76
1024,308,109,2,3,4,8.45,0,0.71
1025,305,105,2,3,2,8.23,0,0.67
1026,296,99,2,2.5,2.5,8.03,0,0.61
1027,306,110,2,3.5,4,8.45,0,0.63
1028,312,110,2,3.5,3,8.53,0,0.64
1029,318,112,3,4,3.5,8.67,0,0.71
1030,324,111,4,3,3,9.01,1,0.82
1031,313,104,3,4,4.5,8.65,0,0.73
1032,319,106,3,3.5,2.5,8.33,1,0.74
1033,312,107,2,2.5,3.5,8.27,0,0.69
1034,304,100,2,2.5,3.5,8.07,0,0.64
1035,330,113,5,5,4,9.31,1,0.91
1036,326,111,5,4.5,4,9.23,1,0.88
1037,325,112,4,4,4.5,9.17,1,0.85
1038,329,114,5,4.5,5,9.19,1,0.86
1039,310,104,3,2,3.5,8.37,0,0.7
1040,299,100,1,1.5,2,7.89,0,0.59
1041,296,101,1,2.5,3,7.68,0,0.6
1042,317,103,2,2.5,2,8.15,0,0.65
1043,324,115,3,3.5,3,8.76,1,0.7
1044,325,114,3,3.5,3,9.04,1,0.76
1045,314,107,2,2.5,4,8.56,0,0.63
1046,328,110,4,4,2.5,9.02,1,0.81
1047,316,105,3,3,3.5,8.73,0,0.72
1048,311,104,2,2.5,3.5,8.48,0,0.71
1049,324,110,3,3.5,4,8.87,1,0.8
1050,321,111,3,3.5,4,8.83,1,0.77
1051,320,104,3,3,2.5,8.57,1,0.74
1052,316,99,2,2.5,3,9,0,0.7
1053,318,100,2,2.5,3.5,8.54,1,0.71
1054,335,115,4,4.5,4.5,9.68,1,0.93
1055,321,114,4,4,5,9.12,0,0.85
1056,307,110,4,4,4.5,8.37,0,0.79
1057,309,99,3,4,4,8.56,0,0.76
1058,324,100,3,4,5,8.64,1,0.78
1059,326,102,4,5,5,8.76,1,0.77
1060,331,119,4,5,4.5,9.34,1,0.9
1061,327,108,5,5,3.5,9.13,1,0.87
1062,312,104,3,3.5,4,8.09,0,0.71
1063,308,103,2,2.5,4,8.36,1,0.7
1064,324,111,3,2.5,1.5,8.79,1,0.7
1065,325,110,2,3,2.5,8.76,1,0.75
1066,313,102,3,2.5,2.5,8.68,0,0.71
1067,312,105,2,2,2.5,8.45,0,0.72
1068,314,107,3,3,3.5,8.17,1,0.73
1069,327,113,4,4.5,5,9.14,0,0.83
1070,308,108,4,4.5,5,8.34,0,0.77
1071,306,105,2,2.5,3,8.22,1,0.72
1072,299,96,2,1.5,2,7.86,0,0.54
1073,294,95,1,1.5,1.5,7.64,0,0.49
1074,312,99,1,1,1.5,8.01,1,0.52
1075,315,100,1,2,2.5,7.95,0,0.58
1076,322,110,3,3.5,3,8.96,1,0.78
1077,329,113,5,5,4.5,9.45,1,0.89
1078,320,101,2,2.5,3,8.62,0,0.7
1079,308,103,2,3,3.5,8.49,0,0.66
1080,304,102,2,3,4,8.73,0,0.67
1081,311,102,3,4.5,4,8.64,1,0.68
1082,317,110,3,4,4.5,9.11,1,0.8
1083,312,106,3,4,3.5,8.79,1,0.81
1084,321,111,3,2.5,3,8.9,1,0.8
1085,340,112,4,5,4.5,9.66,1,0.94
1086,331,116,5,4,4,9.26,1,0.93
1087,336,118,5,4.5,4,9.19,1,0.92
1088,324,114,5,5,4.5,9.08,1,0.89
1089,314,104,4,5,5,9.02,0,0.82
1090,313,109,3,4,3.5,9,0,0.79
1091,307,105,2,2.5,3,7.65,0,0.58
1092,300,102,2,1.5,2,7.87,0,0.56
1093,302,99,2,1,2,7.97,0,0.56
1094,312,98,1,3.5,3,8.18,1,0.64
1095,316,101,2,2.5,2,8.32,1,0.61
1096,317,100,2,3,2.5,8.57,0,0.68
1097,310,107,3,3.5,3.5,8.67,0,0.76
1098,320,120,3,4,4.5,9.11,0,0.86
1099,330,114,3,4.5,4.5,9.24,1,0.9
1100,305,112,3,3,3.5,8.65,0,0.71
1101,309,106,2,2.5,2.5,8,0,0.62
1102,319,108,2,2.5,3,8.76,0,0.66
1103,322,105,2,3,3,8.45,1,0.65
1104,323,107,3,3.5,3.5,8.55,1,0.73
1105,313,106,2,2.5,2,8.43,0,0.62
1106,321,109,3,3.5,3.5,8.8,1,0.74
1107,323,110,3,4,3.5,9.1,1,0.79
1108,325,112,4,4,4,9,1,0.8
1109,312,108,3,3.5,3,8.53,0,0.69
1110,308,110,4,3.5,3,8.6,0,0.7
1111,320,104,3,3,3.5,8.74,1,0.76
1112,328,108,4,4.5,4,9.18,1,0.84
1113,311,107,4,4.5,4.5,9,1,0.78
1114,301,100,3,3.5,3,8.04,0,0.67
1115,305,105,2,3,4,8.13,0,0.66
1116,308,104,2,2.5,3,8.07,0,0.65
1117,298,101,2,1.5,2,7.86,0,0.54
1118,300,99,1,1,2.5,8.01,0,0.58
1119,324,111,3,2.5,2,8.8,1,0.79
1120,327,113,4,3.5,3,8.69,1,0.8
1121,317,106,3,4,3.5,8.5,1,0.75
1122,323,104,3,4,4,8.44,1,0.73
1123,314,107,2,2.5,4,8.27,0,0.72
1124,305,102,2,2,2.5,8.18,0,0.62
1125,315,104,3,3,2.5,8.33,0,0.67
1126,326,116,3,3.5,4,9.14,1,0.81
1127,299,100,3,2,2,8.02,0,0.63
1128,295,101,2,2.5,2,7.86,0,0.69
1129,324,112,4,4,3.5,8.77,1,0.8
1130,297,96,2,2.5,1.5,7.89,0,0.43
1131,327,113,3,3.5,3,8.66,1,0.8
1132,311,105,2,3,2,8.12,1,0.73
1133,308,106,3,3.5,2.5,8.21,1,0.75
1134,319,108,3,3,3.5,8.54,1,0.71
1135,312,107,4,4.5,4,8.65,1,0.73
1136,325,111,4,4,4.5,9.11,1,0.83
1137,319,110,3,3,2.5,8.79,0,0.72
1138,332,118,5,5,5,9.47,1,0.94
1139,323,108,5,4,4,8.74,1,0.81
1140,324,107,5,3.5,4,8.66,1,0.81
1141,312,107,3,3,3,8.46,1,0.75
1142,326,110,3,3.5,3.5,8.76,1,0.79
1143,308,106,3,3,3,8.24,0,0.58
1144,305,103,2,2.5,3.5,8.13,0,0.59
1145,295,96,2,1.5,2,7.34,0,0.47
1146,316,98,1,1.5,2,7.43,0,0.49
1147,304,97,2,1.5,2,7.64,0,0.47
1148,299,94,1,1,1,7.34,0,0.42
1149,302,99,1,2,2,7.25,0,0.57
1150,313,101,3,2.5,3,8.04,0,0.62
1151,318,107,3,3,3.5,8.27,1,0.74
1152,325,110,4,3.5,4,8.67,1,0.73
1153,303,100,2,3,3.5,8.06,1,0.64
1154,300,102,3,3.5,2.5,8.17,0,0.63
1155,297,98,2,2.5,3,7.67,0,0.59
1156,317,106,2,2,3.5,8.12,0,0.73
1157,327,109,3,3.5,4,8.77,1,0.79
1158,301,104,2,3.5,3.5,7.89,1,0.68
1159,314,105,2,2.5,2,7.64,0,0.7
1160,321,107,2,2,1.5,8.44,0,0.81
1161,322,110,3,4,5,8.64,1,0.85
1162,334,116,4,4,3.5,9.54,1,0.93
1163,338,115,5,4.5,5,9.23,1,0.91
1164,306,103,2,2.5,3,8.36,0,0.69
1165,313,102,3,3.5,4,8.9,1,0.77
1166,330,114,4,4.5,3,9.17,1,0.86
